Delta Mass,USI,Charge,Cosine,Matching Peaks,Dataset,Status
-0.99,mzspec:MSV000087141:ccms_peak/Raw/PLT1_D9.mzML:scan:299,1,0.8,2,MSV000087141,NoID
-1,mzspec:MSV000087141:peak/mzML/PLT1_C1.mzML:scan:304,1,0.8,2,MSV000087141,NoID
-0.99,mzspec:MSV000082049:ccms_peak/Plate_11/28_24.mzML:scan:119,1,0.8,3,MSV000082049,NoID
0,mzspec:MSV000091538:ccms_peak/Gupta_P2/A6666.mzML:scan:350,1,0.8,2,MSV000091538,NoID
-1,mzspec:MSV000083014:peak/Samples/G96256_5x_BG3_01_32539.mzXML:scan:59,1,0.8,3,MSV000083014,NoID
-0.99,mzspec:MSV000086956:peak/Pf_mzML/PLT3_C9.mzML:scan:339,1,0.8,2,MSV000086956,NoID
1.02,mzspec:MTBLS3306:FILES/DERIVED_FILES/NEG/PCB2_neg-PCB2.mzML:scan:4294967295,1,0.8,1,MTBLS3306,NoID
-0.99,mzspec:MSV000088772:peak/mzML/quad_30_15_INFECTED_IL1R_INF_3_10_14_2021_3_181_F11.mzML:scan:744,1,0.8,3,MSV000088772,NoID
-0.99,mzspec:MSV000087685:peak/mzML/PLT1_B11.mzML:scan:487,1,0.8,2,MSV000087685,NoID
-0.99,mzspec:MSV000087685:ccms_peak/raw/PLT1_B11.mzML:scan:487,1,0.8,2,MSV000087685,NoID
-0.99,mzspec:MSV000095869:peak/Amines_pos/Thackray0002_MX746106_posBA_8-008.mzML:scan:4294967295,1,0.8,2,MSV000095869,NoID
-0.99,mzspec:MSV000081120:ccms_peak/Stool_samples_ms2ldaPLUS/POS_HILIC/CD_4_B_FrPOS.mzML:scan:8936,1,0.8,2,MSV000081120,NoID
-0.99,mzspec:MSV000088420:peak/peak/HILIC_ML_Raw_Data/2021_0117_04x_15uL.mzML:scan:4294967295,1,0.8,3,MSV000088420,NoID
-0.99,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G86812_1x_rerun_RB5_01_23319.mzML:scan:55,1,0.8,3,MSV000084900,NoID
-0.99,mzspec:MSV000085354:ccms_peak/POS_HILIC/CD_4_B_FrPOS.mzML:scan:8936,1,0.8,2,MSV000085354,NoID
-0.99,mzspec:MSV000095605:peak/quad_11_15_UNINFECTED_WT_UNINF_3_10_7_2021_13_179_C11.mzML:scan:625,1,0.8,3,MSV000095605,NoID
-0.99,mzspec:MSV000082612:peak/Pos_SI_mzXML/GIMap_P3_SI_Aq-Org_Mixed_C10.mzXML:scan:248,1,0.8,3,MSV000082612,NoID
-0.99,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G78948_rerun_BD11_01_18712.mzML:scan:75,1,0.8,3,MSV000084900,NoID
0.04,mzspec:MTBLS3322:FILES/DERIVED_FILES/POS/pos_multitracer_Unlabel_03.mzXML:scan:3017,1,0.8,3,MTBLS3322,NoID
-0.99,mzspec:MSV000091042:ccms_peak/QC2_3.mzML:scan:6749,1,0.8,4,MSV000091042,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_uninf_prog_8117_male_39_192_B_F1.mzXML:scan:1730,1,0.8,2,MSV000092754,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-RA-peaklist-reconvert/670_Group3E_142dpi_RA_205_G_D9_P124.mzXML:scan:67,1,0.8,3,MSV000087427,NoID
-0.99,mzspec:MSV000088420:ccms_peak/peak/HILIC_ML_Raw_Data/2021_0117_04x_15uL.mzML:scan:4294967295,1,0.8,3,MSV000088420,NoID
-0.99,mzspec:MSV000083010:ccms_peak/Samples/G79576_5x_RC2_01_18075.mzML:scan:60,1,0.8,3,MSV000083010,NoID
-0.99,mzspec:MSV000088420:peak/peak/HILIC_GL_Raw_Data/2021_0119_04x_240min.mzML:scan:4294967295,1,0.8,2,MSV000088420,NoID
-0.99,mzspec:MSV000095869:peak/Amines_pos/Thackray0003_MX746106_posBA_52-052.mzML:scan:4294967295,1,0.8,2,MSV000095869,NoID
0.04,mzspec:MTBLS3963:FILES/DERIVED_FILES/POS/Dec-Lys-1_POS.mzML:scan:4294967295,1,0.8,1,MTBLS3963,NoID
1.02,mzspec:MTBLS3963:FILES/DERIVED_FILES/NEG/Dec-Val-4_NEG.mzML:scan:4294967295,1,0.8,1,MTBLS3963,NoID
0,mzspec:MSV000087800:ccms_peak/Raw Spectrum Files/Metabolomics_HCT116_Time_Course/SCFA_Media/20191209_HQ_036.mzML:scan:191,1,0.8,2,MSV000087800,NoID
0,mzspec:MSV000091538:ccms_peak/Gupta_P1/A6661.mzML:scan:354,1,0.8,2,MSV000091538,NoID
0,mzspec:MSV000091538:peak/Gupta_P2_mzML/A6666.mzML:scan:350,1,0.8,2,MSV000091538,NoID
0,mzspec:MSV000091538:peak/Gupta_P1_mzML/A6661.mzML:scan:354,1,0.8,2,MSV000091538,NoID
0.04,mzspec:MTBLS3963:FILES/DERIVED_FILES/POS/Dec-Thr-2_POS.mzML:scan:4294967295,1,0.8,1,MTBLS3963,NoID
1.02,mzspec:MSV000095381:peak/HF5_Pos_120m_U-DDA.mzML:scan:5407,1,0.8,3,MSV000095381,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_inf_non_7857_male_66_192_B_D3.mzXML:scan:1735,1,0.8,3,MSV000092754,NoID
-1.05,mzspec:MSV000087904:peak/mzML/Cl44_6_LB_Lassopeptide_Ecoli_PelletextractionMeOH.mzML:scan:660,1,0.8,3,MSV000087904,NoID
-0.99,mzspec:MSV000091042:ccms_peak/Sample_T5.mzML:scan:6727,1,0.8,4,MSV000091042,NoID
0.04,mzspec:MTBLS3322:FILES/DERIVED_FILES/POS/pos_muscle_30d_24h_3.mzXML:scan:3777,1,0.8,3,MTBLS3322,NoID
1.02,mzspec:MTBLS3306:FILES/DERIVED_FILES/NEG/PCD1_neg-PCD1.mzML:scan:4294967295,1,0.8,1,MTBLS3306,NoID
-1.05,mzspec:MSV000087904:ccms_peak/RAW/Cl44_6_LB_Lassopeptide_Ecoli_PelletextractionMeOH.mzML:scan:660,1,0.8,3,MSV000087904,NoID
-1,mzspec:MSV000087685:peak/mzML/PLT1_A10.mzML:scan:302,1,0.8,2,MSV000087685,NoID
1.02,mzspec:MTBLS3306:FILES/DERIVED_FILES/NEG/PTA5_neg-PTA5.mzML:scan:4294967295,1,0.8,1,MTBLS3306,NoID
-1,mzspec:MSV000087685:ccms_peak/raw/PLT1_A10.mzML:scan:302,1,0.8,2,MSV000087685,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_inf_non_8124_male_44_192_B_F2.mzXML:scan:2167,1,0.8,3,MSV000092754,NoID
-0.99,mzspec:MSV000095654:raw/mzml/Cecum_21_HILICpos.mzML:scan:13472,1,0.8,2,MSV000095654,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_inf_prog_6511_male_69_192_B_A1.mzXML:scan:1562,1,0.8,2,MSV000092754,NoID
-0.99,mzspec:MSV000085120:ccms_peak/Plate 9/BAX739_2x_GD2_01_24187.mzML:scan:186,1,0.8,3,MSV000085120,NoID
0.04,mzspec:MTBLS3963:FILES/DERIVED_FILES/POS/Inc-Arg-2_POS.mzML:scan:4294967295,1,0.8,1,MTBLS3963,NoID
0.04,mzspec:ST002512:Intestinal/Pos_SI_ElAB12n2_30.mzML:scan:4829,1,0.8,3,ST002512,NoID
-0.99,mzspec:MSV000092059:peak/mzML/49_9c_1.mzML:scan:337,1,0.8,3,MSV000092059,NoID
-0.99,mzspec:MSV000087141:peak/mzML/PLT1_F5.mzML:scan:306,1,0.8,2,MSV000087141,NoID
-0.99,mzspec:MTBLS3963:FILES/DERIVED_FILES/POS/Dec-Arg-3_POS.mzML:scan:4294967295,1,0.8,1,MTBLS3963,NoID
-0.99,mzspec:ST002263:MetabolomicsWorkbenchUpload/metaboproj_162_20211103_Pos_1_MSA0011.mzXML:scan:4395,1,0.8,3,ST002263,NoID
-1,mzspec:MSV000085120:ccms_peak/Plate16/BAX1360_2x_GE8_01_25267.mzML:scan:512,1,0.8,2,MSV000085120,NoID
-0.99,mzspec:MSV000088420:ccms_peak/peak/HILIC_GL_Raw_Data/2021_0119_04x_120min.mzML:scan:4294967295,1,0.8,2,MSV000088420,NoID
-1,mzspec:MSV000087141:ccms_peak/Raw/PLT1_D3.mzML:scan:303,1,0.8,2,MSV000087141,NoID
-0.99,mzspec:MSV000083010:ccms_peak/Samples/G86812_1x_rerun_RB5_01_23319.mzML:scan:55,1,0.8,3,MSV000083010,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_inf_non_7638_male_57_192_B_B9.mzXML:scan:2115,1,0.8,2,MSV000092754,NoID
-0.99,mzspec:MSV000087141:ccms_peak/Raw/PLT1_F5.mzML:scan:306,1,0.8,2,MSV000087141,NoID
-1,mzspec:MSV000087141:peak/mzML/PLT1_C8.mzML:scan:320,1,0.8,2,MSV000087141,NoID
-1,mzspec:MSV000087141:peak/mzML/PLT1_C8.mzML:scan:307,1,0.8,2,MSV000087141,NoID
-0.99,mzspec:MSV000083010:ccms_peak/Samples/G78948_rerun_BD11_01_18712.mzML:scan:75,1,0.8,3,MSV000083010,NoID
-0.99,mzspec:MSV000080930:raw/raw/MTBLS126/Mouse 18 Dorsal skin CMC RESV POS.mzML:scan:464,1,0.8,1,MSV000080930,NoID
-0.99,mzspec:MTBLS126:FILES/Mouse 18 Dorsal skin CMC RESV POS.mzML:scan:464,1,0.8,1,MTBLS126,NoID
-0.99,mzspec:MTBLS3306:FILES/DERIVED_FILES/POS/PTG1_pos-PTG1.mzML:scan:4294967295,1,0.8,1,MTBLS3306,NoID
-0.99,mzspec:MTBLS3306:FILES/DERIVED_FILES/POS/QC01_pos-QC01.mzML:scan:4294967295,1,0.8,1,MTBLS3306,NoID
-0.99,mzspec:MTBLS3306:FILES/DERIVED_FILES/POS/PCD6_pos-PCD6.mzML:scan:4294967295,1,0.8,2,MTBLS3306,NoID
-0.99,mzspec:MTBLS3306:FILES/DERIVED_FILES/POS/PCD1_pos-PCD1.mzML:scan:4294967295,1,0.8,1,MTBLS3306,NoID
-0.99,mzspec:MTBLS3963:FILES/DERIVED_FILES/POS/Inc-Trp-2_POS.mzML:scan:4294967295,1,0.8,1,MTBLS3963,NoID
-0.99,mzspec:MTBLS3963:FILES/DERIVED_FILES/POS/Dec-Trp-3_POS.mzML:scan:4294967295,1,0.8,1,MTBLS3963,NoID
-0.99,mzspec:MTBLS3963:FILES/DERIVED_FILES/POS/Dec-His-1_POS.mzML:scan:4294967295,1,0.8,1,MTBLS3963,NoID
-1,mzspec:MTBLS3306:FILES/DERIVED_FILES/POS/PTD6_pos-PTD6.mzML:scan:4294967295,1,0.8,1,MTBLS3306,NoID
-0.99,mzspec:MSV000094364:peak/20230201_MV15_old_13C_DOM_Extract_tr1_pos_zh.mzXML:scan:2366,1,0.8,3,MSV000094364,NoID
-0.99,mzspec:MTBLS3306:FILES/DERIVED_FILES/POS/QC08_pos-QC08.mzML:scan:4294967295,1,0.8,1,MTBLS3306,NoID
-0.99,mzspec:MSV000087685:peak/mzML/PLT1_F10.mzML:scan:523,1,0.8,2,MSV000087685,NoID
1.02,mzspec:MTBLS3306:FILES/DERIVED_FILES/POS/PCD9_pos-PCD9.mzML:scan:4294967295,1,0.8,3,MTBLS3306,NoID
-0.99,mzspec:MSV000082049:ccms_peak/Plate_12/29_25.mzML:scan:118,1,0.8,3,MSV000082049,NoID
-0.99,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G79553_1x_BA12_01_17954.mzML:scan:66,1,0.8,4,MSV000084900,NoID
-0.99,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/Italy_2018/MSV000082069_plate_1/G87367_RE10_01_26169.mzML:scan:94,1,0.8,3,MSV000084900,NoID
-0.99,mzspec:MSV000087685:peak/mzML/PLT1_H10.mzML:scan:529,1,0.8,2,MSV000087685,NoID
-0.99,mzspec:MSV000082049:peak/Plate_12/29_25.mzML:scan:118,1,0.8,3,MSV000082049,NoID
-0.99,mzspec:MSV000087141:peak/mzML/PLT1_F4.mzML:scan:299,1,0.8,2,MSV000087141,NoID
-1,mzspec:MTBLS3935:FILES/DERIVED_FILES/mzXML/20210109EC69-F_EC10_3.mzXML:scan:455,1,0.8,3,MTBLS3935,NoID
-0.99,mzspec:MSV000087141:ccms_peak/Raw/PLT1_F4.mzML:scan:299,1,0.8,2,MSV000087141,NoID
-1,mzspec:MSV000087141:ccms_peak/Raw/PLT1_C8.mzML:scan:320,1,0.8,2,MSV000087141,NoID
-1.01,mzspec:MSV000093184:peak/mzML/15108_2532_CtnsKO_normaldiet_male_12mo_urine.mzML:scan:1014,1,0.8,1,MSV000093184,NoID
-1.01,mzspec:MSV000093184:peak/mzML/15108_2409_WT_normaldiet_male_6mo_urine.mzML:scan:987,1,0.8,1,MSV000093184,NoID
-1.01,mzspec:MSV000093184:peak/mzML/15108_2534_CtnsKO_normaldiet_male_9mo_urine.mzML:scan:991,1,0.8,1,MSV000093184,NoID
-1,mzspec:MSV000087141:ccms_peak/Raw/PLT1_C8.mzML:scan:307,1,0.8,2,MSV000087141,NoID
-0.99,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G75152_2x_RB5_01_19115.mzML:scan:54,1,0.8,3,MSV000084900,NoID
-0.99,mzspec:MSV000095654:raw/mzml/Cecum_1_HILICpos.mzML:scan:13917,1,0.8,2,MSV000095654,NoID
-1,mzspec:MSV000087141:peak/mzML/PLT1_D3.mzML:scan:303,1,0.8,2,MSV000087141,NoID
-0.99,mzspec:MTBLS3750:FILES/DERIVED_FILES/POS/IP18-Sample082positive.mzML:scan:4294967295,1,0.8,1,MTBLS3750,NoID
-0.99,mzspec:MSV000088420:peak/peak/HILIC_IA_Raw_Data/Automated Review/2021_0119_120min_04x_10uL_inj_01.mzML:scan:4294967295,1,0.8,2,MSV000088420,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_uninf_non_7846_female_51_192_B_C12.mzXML:scan:1498,1,0.8,2,MSV000092754,NoID
-0.99,mzspec:MSV000082727:ccms_peak/ST000753/EX00635/Raw data/Lipidomics/POS/20161020_S00025566_P.mzXML:scan:62,1,0.8,4,MSV000082727,NoID
-0.99,mzspec:MSV000083010:ccms_peak/Samples/G75152_2x_RB5_01_19115.mzML:scan:54,1,0.8,3,MSV000083010,NoID
-0.99,mzspec:MSV000091042:ccms_peak/Sample_T3.mzML:scan:6752,1,0.8,4,MSV000091042,NoID
1.07,mzspec:MSV000086522:ccms_peak/TALP3_PFM_S03_1X_BA3_01_60272.mzML:scan:144,1,0.8,3,MSV000086522,NoID
-0.96,mzspec:MSV000082612:peak/Pos_SI_mzXML/GIMap_P3_SI_Aq-Org_Mixed_B9.mzXML:scan:170,1,0.8,3,MSV000082612,NoID
-0.99,mzspec:MSV000090341:peak/mzML/qc6-list8-HCD60.mzML:scan:54,1,0.8,4,MSV000090341,NoID
-0.99,mzspec:MSV000090341:ccms_peak/raw/qc6-list8-HCD60.mzML:scan:54,1,0.8,4,MSV000090341,NoID
-0.99,mzspec:MSV000083010:ccms_peak/Samples/G79344_5x_rerun_BE6_01_19316.mzML:scan:66,1,0.8,4,MSV000083010,NoID
-0.96,mzspec:MSV000082618:peak/Pos_SC_mzXML/GIMap_P2_Aq-Org_Mixed_F3.mzXML:scan:153,1,0.8,3,MSV000082618,NoID
-0.99,mzspec:MSV000090704:ccms_peak/220629_HP08_08_HILIC_pos/220629_HP08_08_HILIC_pos_OMM11-YL31_AAM_S2_W1.mzML:scan:2741,1,0.8,3,MSV000090704,NoID
1,mzspec:ST002512:Intestinal/Pos_SI_pool_2.mzML:scan:6223,1,0.8,2,ST002512,NoID
1,mzspec:ST002512:Intestinal/Pos_LI_pool_2.mzML:scan:6050,1,0.8,2,ST002512,NoID
-1,mzspec:MSV000087427:peak/03-17-2021-LA-peaklist-reconvert/627_Group12_120dpi_LA_97_R_A12_P119.mzXML:scan:107,1,0.8,4,MSV000087427,NoID
-1,mzspec:MTBLS3322:FILES/DERIVED_FILES/POS/pos_muscle_30d_1h_7.mzXML:scan:5477,1,0.8,4,MTBLS3322,NoID
-0.99,mzspec:MSV000082069:ccms_peak/data_mzxml/Samples/G87367_RE10_01_26169.mzML:scan:94,1,0.8,3,MSV000082069,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_inf_prog_8640_male_20_192_B_H11.mzXML:scan:2100,1,0.8,2,MSV000092754,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_inf_non_9168_female_56_193_G_A9.mzXML:scan:2032,1,0.8,2,MSV000092754,NoID
-0.96,mzspec:MSV000082612:peak/Pos_SI_mzXML/GIMap_P2_SI_Aq-Org_Mixed_C5.mzXML:scan:294,1,0.8,2,MSV000082612,NoID
-0.94,mzspec:MSV000088772:peak/mzML/si_duodenum_16_15_UNINFECTED_IL1R_UNINF_4_10_7_2021_14_179_H1.mzML:scan:135,1,0.8,3,MSV000088772,NoID
-1,mzspec:MSV000092059:peak/mzML/20c_2.mzML:scan:318,1,0.8,3,MSV000092059,NoID
-0.99,mzspec:MSV000088420:ccms_peak/peak/HILIC_IA_Raw_Data/Manually Reviewed/120min_10uL_01.mzML:scan:4294967295,1,0.8,2,MSV000088420,NoID
-0.99,mzspec:MSV000090704:raw/220629_HP08_08_HILIC_pos/220629_HP08_08_HILIC_pos_AAM_Blank_3.mzML:scan:4294967295,1,0.8,3,MSV000090704,NoID
-0.99,mzspec:MSV000090704:ccms_peak/220629_HP08_08_HILIC_pos/220629_HP08_08_HILIC_pos_AAM_Blank_3.mzML:scan:4294967295,1,0.8,3,MSV000090704,NoID
-1,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083760_ONR_foods/18NAVY28_v1_brk_5_GC12_01_39569.mzML:scan:69,1,0.8,3,MSV000084900,NoID
1,mzspec:MSV000095654:raw/mzml/Cecum_2_HILICpos.mzML:scan:13453,1,0.8,1,MSV000095654,NoID
-0.99,mzspec:MSV000083010:ccms_peak/Samples/G79553_1x_BA12_01_17954.mzML:scan:66,1,0.8,4,MSV000083010,NoID
-0.99,mzspec:MSV000084734:ccms_peak/files/Animal_simple_subset/files/G78948_rerun_BD11_01_18712.mzML:scan:75,1,0.8,3,MSV000084734,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_inf_prog_9207_female_71_193_G_B1.mzXML:scan:1754,1,0.8,3,MSV000092754,NoID
-0.99,mzspec:MTBLS6736:FILES/DERIVED_FILES/POS/HF2_CP2_FZTM210045293-1A.mzML:scan:573,1,0.8,1,MTBLS6736,NoID
-0.99,mzspec:MTBLS6736:FILES/DERIVED_FILES/POS/HF2_CP2_FZTM210045296-1A.mzML:scan:576,1,0.8,1,MTBLS6736,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_inf_non_8528_male_62_192_B_G12.mzXML:scan:2014,1,0.8,2,MSV000092754,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_inf_prog_8529_male_70_192_B_H1.mzXML:scan:2088,1,0.8,2,MSV000092754,NoID
1.02,mzspec:MTBLS3306:FILES/DERIVED_FILES/NEG/PCB3_neg-PCB3.mzML:scan:4294967295,1,0.8,1,MTBLS3306,NoID
-0.99,mzspec:MTBLS7560:FILES/DERIVED_FILES/Plasma/Hilic/010_QC.mzXML:scan:1935,1,0.8,2,MTBLS7560,NoID
-0.99,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G75654_5x_rerun_BH4_01_19404.mzML:scan:48,1,0.8,3,MSV000084900,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_inf_non_8388_male_47_192_B_G6.mzXML:scan:2125,1,0.8,2,MSV000092754,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_inf_non_8388_male_47_192_B_G6.mzXML:scan:2169,1,0.8,2,MSV000092754,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_uninf_non_8360_male_28_192_B_G2.mzXML:scan:2065,1,0.8,2,MSV000092754,NoID
-0.99,mzspec:MSV000092754:peak/05082023-pos-philic-peaklist/pos_inf_non_7717_male_54_192_B_C5.mzXML:scan:1460,1,0.8,2,MSV000092754,NoID
-0.99,mzspec:MSV000088420:ccms_peak/peak/HILIC_GL_Raw_Data/2021_0119_04x_240min.mzML:scan:4294967295,1,0.8,2,MSV000088420,NoID
-0.99,mzspec:MSV000088420:peak/peak/HILIC_GL_Raw_Data/2021_0119_04x_60min.mzML:scan:4294967295,1,0.8,2,MSV000088420,NoID
-0.99,mzspec:MSV000082423:ccms_peak/data_mzxml_beef/Samples_beef/G96382_5x_RC10_01_32639.mzML:scan:48,1,0.8,3,MSV000082423,NoID
-0.99,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083014_course/G96382_5x_RC10_01_32639.mzML:scan:48,1,0.8,3,MSV000084900,NoID
-0.99,mzspec:MSV000090704:ccms_peak/220629_HP08_08_HILIC_pos/220629_HP08_08_HILIC_pos_OMM11-YL58_M10_S2_W1.mzML:scan:2725,1,0.8,3,MSV000090704,NoID
-0.99,mzspec:MSV000082074:ccms_peak/Samples/G75152_2x_RB5_01_19115.mzML:scan:54,1,0.8,3,MSV000082074,NoID
-0.99,mzspec:MSV000082049:peak/Plate_2/21_30.mzML:scan:134,1,0.8,3,MSV000082049,NoID
-0.99,mzspec:MSV000083014:peak/Samples/G96382_5x_RC10_01_32639.mzXML:scan:48,1,0.8,3,MSV000083014,NoID
-0.99,mzspec:MSV000082074:ccms_peak/Samples/G78948_rerun_BD11_01_18712.mzML:scan:75,1,0.8,3,MSV000082074,NoID
-1,mzspec:ST001794:GItube_RawData_HILICpos_QC_02.mzML:scan:6041,1,0.8,2,ST001794,NoID
-1,mzspec:ST001794:GItube_RawData_HILICpos_QC_01.mzML:scan:6033,1,0.8,2,ST001794,NoID
-1,mzspec:MSV000083760:ccms_peak/data_mzxml_Fp1/samples/18NAVY28_v1_brk_5_GC12_01_39569.mzML:scan:69,1,0.8,3,MSV000083760,NoID
-0.99,mzspec:MSV000083010:ccms_peak/Samples/G75654_5x_rerun_BH4_01_19404.mzML:scan:48,1,0.8,3,MSV000083010,NoID
-0.99,mzspec:MSV000084101:ccms_peak/Animal_simple_subset/G78948_rerun_BD11_01_18712.mzML:scan:75,1,0.8,3,MSV000084101,NoID
-1,mzspec:ST001794:GItube_RawData_HILICpos_Sa_17.mzML:scan:5966,1,0.8,2,ST001794,NoID
-1,mzspec:ST001794:GItube_RawData_HILICpos_Sa_13.mzML:scan:6050,1,0.8,2,ST001794,NoID
-1,mzspec:MSV000082049:peak/Plate_2/12_30.mzML:scan:125,1,0.8,2,MSV000082049,NoID
-0.99,mzspec:MSV000088420:ccms_peak/peak/HILIC_IA_Raw_Data/Automated Review/2021_0119_120min_04x_10uL_inj_01.mzML:scan:4294967295,1,0.8,2,MSV000088420,NoID
-0.99,mzspec:MSV000088772:peak/mzML/quad_6_15_INFECTED_IL1R_INF_2_10_7_2021_2_178_F11.mzML:scan:659,1,0.8,3,MSV000088772,NoID
-0.99,mzspec:MSV000088772:peak/mzML/quad_18_15_INFECTED_IL1R_INF_5_10_7_2021_5_180_B11.mzML:scan:569,1,0.8,3,MSV000088772,NoID
-1,mzspec:MSV000082049:ccms_peak/Plate_2/12_30.mzML:scan:125,1,0.8,2,MSV000082049,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_SI_El15644_7.mzML:scan:6511,1,0.8,3,ST002512,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_SI_El2243_12.mzML:scan:6612,1,0.8,3,ST002512,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_SI_ElAB12n2_28.mzML:scan:6425,1,0.8,3,ST002512,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_SI_El15644_22.mzML:scan:6532,1,0.8,3,ST002512,NoID
-1,mzspec:MSV000084900:ccms_peak/Global_Foodomics_composite_data_2020/MSV000083760_ONR_foods/18NAVY30_v1_lun_9_BF9_01_39720.mzML:scan:62,1,0.8,3,MSV000084900,NoID
-0.99,mzspec:MSV000090480:raw/rawdata/20170714_KBL_BH_HotSp_R2A_Iso_QE139-UV_ZHILIC5um_715834_POS-MSMS_1_G233-CULT_2_1to10__102030eV___Run30.mzML:scan:5614,1,0.8,2,MSV000090480,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_Cecal_pool_2.mzML:scan:6432,1,0.8,3,ST002512,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_SI_pool_1.mzML:scan:6436,1,0.8,3,ST002512,NoID
-0.99,mzspec:MSV000092032:ccms_peak/raw/BAXplate6_B3.mzML:scan:397,1,0.8,2,MSV000092032,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_Cecal_ElAB12n2_30.mzML:scan:6486,1,0.8,3,ST002512,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_Cecal_El2243_5.mzML:scan:6502,1,0.8,3,ST002512,NoID
0.04,mzspec:ST002512:Intestinal/Pos_Cecal_GF_3.mzML:scan:4899,1,0.8,3,ST002512,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_Cecal_ElAB12n2_29.mzML:scan:6481,1,0.8,3,ST002512,NoID
-0.99,mzspec:MSV000095654:raw/mzml/Cecum_PQC_Pre_HILICpos.mzML:scan:13442,1,0.8,3,MSV000095654,NoID
-0.99,mzspec:MSV000082074:ccms_peak/Samples/G78932_BH10_01_18765.mzML:scan:68,1,0.8,3,MSV000082074,NoID
-0.99,mzspec:MSV000090704:ccms_peak/220629_HP08_08_HILIC_pos/220629_HP08_08_HILIC_pos_OMM11-KB18_AAM_S1_W1.mzML:scan:2602,1,0.8,3,MSV000090704,NoID
-0.99,mzspec:MSV000095869:peak/Amines_pos/Thackray0066_MX746106_posBA_2-002.mzML:scan:4294967295,1,0.8,3,MSV000095869,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_LI_ElAB12n2_16.mzML:scan:6177,1,0.8,3,ST002512,NoID
-0.99,mzspec:MTBLS601:FILES/liver78_2.mzXML:scan:11501,1,0.8,3,MTBLS601,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_Cecal_pool_3.mzML:scan:6431,1,0.8,3,ST002512,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_Cecal_pool_0.mzML:scan:6428,1,0.8,3,ST002512,NoID
-0.99,mzspec:MSV000082074:ccms_peak/Samples/G86812_1x_rerun_RB5_01_23319.mzML:scan:55,1,0.8,3,MSV000082074,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_SI_ElAB12n2_17.mzML:scan:6475,1,0.8,3,ST002512,NoID
-0.99,mzspec:MSV000088735:ccms_peak/Plate_01/IFXI21-D17-AV-STWK3.mzML:scan:113,1,0.8,2,MSV000088735,NoID
-0.99,mzspec:MSV000092032:peak/mzML/BAXplate6_B3.mzML:scan:397,1,0.8,2,MSV000092032,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_SI_GF_1.mzML:scan:6482,1,0.8,3,ST002512,NoID
-0.99,mzspec:ST002512:Intestinal/Pos_SI_El15644_14.mzML:scan:6421,1,0.8,3,ST002512,NoID
-0.99,mzspec:ST002798:HILICpos_ms2/DDA/20210908urineHILICDDMS_HILICpos.mzML:scan:6916,1,0.8,2,ST002798,NoID
